index,result
25965,0.00861
112118,0.007241
203503,0.012689
166333,0.029063
68730,0.014512
15871,0.013676
185462,0.013114
196730,0.012033
126818,0.032177
67203,0.006518
75367,0.021267
31162,0.01414
70557,0.004508
62307,0.005102
125864,0.008883
120495,0.009215
132492,0.026539
143118,0.019779
88678,0.021294
158690,0.004672
74006,0.040056
115895,0.014527
144622,0.042511
139660,0.007923
182977,0.022453
11312,0.054051
193663,0.019995
186671,0.013426
132762,0.012533
176140,0.01408
48815,0.014567
44497,0.008205
8460,0.006775
177832,0.01468
81408,0.021226
133025,0.260198
149551,0.022381
176308,0.00221
158170,0.004566
158816,0.07785
17760,0.028332
204893,0.011595
132399,0.00446
138474,0.019868
186866,0.011691
157975,0.068834
81502,0.012513
51814,0.010424
16997,0.014964
188306,0.015382
24946,0.006234
3591,0.003576
171381,0.135929
201812,0.030114
69758,0.035903
180406,0.005312
81552,0.010912
74105,0.009287
85826,0.010255
15302,0.048102
124765,0.008855
186927,0.078643
201829,0.016261
22767,0.044712
44218,0.005182
205206,0.00948
167287,0.021972
131649,0.015683
54174,0.012131
206768,0.0048
19820,0.024739
148427,0.006296
74882,0.01185
47573,0.030722
203590,0.060873
75638,0.016825
133378,0.026545
206840,0.010847
176506,0.020487
35521,0.011525
183881,0.022699
28244,0.088792
204238,0.036144
10742,0.083386
150640,0.007198
11988,0.028289
195165,0.021587
208566,0.007996
74529,0.037216
148423,0.016528
36430,0.017679
138517,0.016894
51546,0.023849
112848,0.019182
71826,0.004202
121661,0.004506
53565,0.02822
121368,0.059567
72518,0.018647
137751,0.012854
179918,0.030134
30966,0.017795
29678,0.006981
142351,0.037771
93603,0.022788
200073,0.017183
73237,0.026334
140624,0.011295
8178,0.027293
207228,0.006532
238,0.032162
130718,0.015063
72795,0.00395
134695,0.008753
181512,0.026262
168048,0.004105
15712,0.012155
44083,0.058832
164008,0.012871
206986,0.019589
96340,0.01264
106914,0.046041
110640,0.008703
116338,0.008329
11469,0.056002
34828,0.029489
95933,0.030334
59662,0.055692
192754,0.020813
150475,0.02259
11255,0.005793
117526,0.01094
136536,0.011179
152043,0.015525
25274,0.181292
163263,0.038827
157252,0.026016
6387,0.038626
7668,0.003243
68825,0.003982
27776,0.010815
64531,0.008809
206244,0.06078
107151,0.009588
6852,0.0323
76527,0.009294
136846,0.057513
148503,0.012147
2669,0.010426
129314,0.011917
117547,0.032347
41590,0.002849
52892,0.010264
164142,0.019147
159271,0.008959
151022,0.010206
142487,0.027733
51346,0.02997
111223,0.006455
188488,0.006196
5375,0.007721
72704,0.004101
9512,0.006124
46076,0.003602
74186,0.014821
183218,0.00848
111705,0.009391
141956,0.022298
110687,0.014025
53799,0.007381
181627,0.015725
89390,0.008472
109681,0.035694
61162,0.032786
16460,0.031856
114221,0.012579
171077,0.007181
138554,0.0189
193230,0.159743
134638,0.033373
88529,0.008135
37343,0.009441
282,0.069605
122035,0.071373
113198,0.011817
64218,0.014494
207365,0.002236
101383,0.00212
107158,0.008234
142706,0.013831
26083,0.017239
195433,0.018272
81539,0.009678
62835,0.024334
30790,0.018202
140584,0.012857
190517,0.009865
191029,0.032629
40200,0.00597
88371,0.019866
198829,0.027973
145497,0.004907
150032,0.005457
79478,0.022196
193456,0.012887
134260,0.030588
71173,0.01316
101313,0.081132
50066,0.070447
78297,0.013421
114661,0.010449
10358,0.012125
130559,0.102866
68400,0.021293
54251,0.009502
8300,0.006268
198665,0.017328
112847,0.007163
93426,0.023261
123291,0.034849
160052,0.021764
174658,0.004023
195612,0.016034
27636,0.004136
152042,0.006151
14844,0.029784
73660,0.015848
121024,0.005736
206226,0.008514
183261,0.011634
141662,0.021385
1636,0.026626
162039,0.007391
112958,0.020116
164359,0.023476
125186,0.02483
134621,0.084431
69160,0.033714
72340,0.026145
94072,0.013485
54175,0.01163
36806,0.004566
82293,0.02281
110426,0.002978
146706,0.013306
137773,0.00638
128636,0.012329
120847,0.017206
201401,0.018198
108707,0.004728
169667,0.020249
32775,0.055659
27327,0.015219
118687,0.025538
159981,0.028296
138636,0.004865
176624,0.008396
62111,0.047238
90565,0.014744
142905,0.020005
153277,0.009286
187307,0.008859
66912,0.005366
53949,0.018469
114473,0.00946
169232,0.010379
104069,0.089613
23349,0.035129
47530,0.011034
145583,0.008876
179034,0.011631
161056,0.010606
19538,0.008167
81576,0.007524
73161,0.111727
24647,0.006551
8837,0.014181
121299,0.013649
102751,0.027781
92119,0.020132
143699,0.029511
147634,0.014044
36285,0.004754
165979,0.01299
122522,0.005074
134772,0.005821
205492,0.017632
187133,0.008313
72764,0.006267
168054,0.027347
110081,0.021449
167786,0.017237
63213,0.019135
86261,0.012123
153528,0.02533
154070,0.026994
124384,0.055747
73375,0.008979
38366,0.028356
117209,0.009416
148057,0.02765
16993,0.014558
89953,0.020088
39832,0.025762
34256,0.007505
66468,0.005966
104786,0.102367
169527,0.017217
46611,0.019941
132986,0.008282
89223,0.013432
156828,0.018101
14294,0.031723
110438,0.006537
58577,0.049114
91046,0.035695
157253,0.022954
66358,0.067178
61600,0.009943
79035,0.016957
195600,0.054584
39378,0.016323
116607,0.014113
60095,0.021658
99862,0.041343
128967,0.032482
100217,0.014039
180009,0.025167
48229,0.054177
41468,0.009076
142052,0.038471
177990,0.100809
130893,0.010334
46311,0.015794
56655,0.010302
51270,0.027136
151469,0.032807
181355,0.005848
104464,0.019388
52051,0.039004
39953,0.083256
51440,0.004494
132093,0.00925
128924,0.021789
137182,0.01123
126913,0.046274
74371,0.004529
187199,0.012818
133355,0.009922
138076,0.003133
191872,0.079543
145191,0.065051
208537,0.007241
42643,0.021789
98180,0.013498
38892,0.020454
63627,0.007163
48670,0.008935
33889,0.023025
21193,0.015244
187624,0.013192
91810,0.01906
18189,0.032873
201114,0.013715
2874,0.015386
104085,0.007176
37458,0.018319
147813,0.003586
69097,0.217817
166705,0.025662
129195,0.032352
44137,0.003503
172664,0.022584
100236,0.001275
43399,0.007591
13884,0.010873
91096,0.007755
28550,0.024983
76642,0.03605
9280,0.017145
65311,0.014303
43883,0.022823
181720,0.020964
147918,0.0143
67100,0.017694
207815,0.033371
148183,0.0424
117969,0.071444
111227,0.048824
90149,0.018371
5661,0.006921
199782,0.013204
160817,0.026304
141166,0.007869
78996,0.002285
24748,0.01226
154693,0.014884
100911,0.009304
177529,0.145261
180797,0.041817
8181,0.019665
154520,0.108539
98137,0.041729
74291,0.054125
196448,0.021784
18116,0.039633
27591,0.022805
121878,0.008618
55137,0.009343
47040,0.003469
38929,0.009479
78838,0.010453
57040,0.011729
93231,0.065857
190229,0.03213
147653,0.009231
197694,0.018587
54071,0.044121
63549,0.018874
77652,0.01349
65641,0.004159
120226,0.011834
127092,0.008703
52000,0.016851
167002,0.007512
152693,0.013779
155093,0.067872
29563,0.004442
125061,0.047162
9929,0.174769
88279,0.023743
16338,0.019417
85736,0.008544
194566,0.031135
87914,0.115548
135360,0.025849
115079,0.01181
37027,0.023432
123088,0.021427
37281,0.044539
3532,0.038028
196,0.02094
54363,0.111911
177989,0.148998
98099,0.024918
60607,0.029208
143069,0.012342
38646,0.01321
29335,0.008876
159333,0.003652
102739,0.040051
121796,0.014417
95537,0.075796
153491,0.019211
39670,0.008874
29496,0.007945
72610,0.029881
119199,0.037431
41525,0.008279
141122,0.012819
41144,0.028587
133202,0.007268
187306,0.008899
134659,0.022302
37778,0.03287
10353,0.15744
174044,0.027804
84942,0.009913
135773,0.027478
25516,0.004907
141774,0.033016
84493,0.00391
146649,0.004229
151904,0.034243
101699,0.120806
16256,0.0082
124348,0.041765
201722,0.004509
70574,0.021996
161345,0.022672
172682,0.066708
179625,0.085022
105579,0.014181
193877,0.00227
20491,0.00927
170145,0.017679
63144,0.006023
160525,0.024892
12328,0.018673
75760,0.031305
28245,0.112317
34428,0.011304
86521,0.011344
39742,0.010116
151898,0.035394
166509,0.016247
131855,0.082918
60094,0.00394
151374,0.062745
151721,0.006376
163334,0.007434
195323,0.020705
61191,0.021813
11159,0.014318
16816,0.051362
85433,0.014155
126495,0.01506
104640,0.003752
121598,0.026512
153895,0.008472
96910,0.001088
34143,0.077032
43782,0.049811
155637,0.013124
71569,0.006725
200001,0.014885
7495,0.012303
28599,0.009961
13310,0.002288
158527,0.012016
148735,0.004113
119063,0.008362
95371,0.058774
102518,0.024941
204892,0.038871
14920,0.014138
131178,0.013152
85594,0.010353
127396,0.005544
204296,0.002406
31410,0.004595
110764,0.02171
84436,0.012154
117411,0.004532
190444,0.005137
203792,0.009936
197105,0.021049
205985,0.013997
33935,0.017554
126990,0.015445
21640,0.004693
132952,0.014886
119309,0.027957
166385,0.024341
178582,0.006194
121076,0.018671
6319,0.008623
206828,0.022353
101412,0.024893
40147,0.152012
45156,0.060972
105707,0.019203
82237,0.002473
116203,0.039942
166971,0.009192
79113,0.017253
24329,0.072967
20799,0.01946
28735,0.030542
67351,0.027719
118267,0.017878
119067,0.085245
76536,0.020394
104646,0.011266
152758,0.005125
8878,0.123828
184843,0.020873
135838,0.004662
44408,0.011089
174936,0.020264
26674,0.043363
196431,0.031724
157132,0.001554
185237,0.004927
11650,0.019317
97846,0.009945
55296,0.024511
86543,0.01556
113322,0.021046
134294,0.006279
122694,0.003989
126314,0.017631
39628,0.004105
77494,0.02282
57495,0.019771
61460,0.130867
131356,0.01831
131539,0.025344
179463,0.014809
116100,0.033373
177620,0.037201
19577,0.03227
154576,0.004023
73090,0.01758
191567,0.008274
208158,0.01291
132313,0.01104
112648,0.032762
153837,0.003866
198672,0.030587
135431,0.01441
194966,0.020243
144798,0.022261
167757,0.00611
4365,0.027846
65450,0.001109
54319,0.014764
91010,0.035087
202564,0.009167
139322,0.035787
66893,0.003447
127916,0.035357
55694,0.011814
37312,0.06236
182686,0.009927
95571,0.029693
159938,0.026401
123865,0.016312
144395,0.014116
71868,0.008129
107974,0.012094
183244,0.006184
8860,0.020261
148601,0.023752
59074,0.00949
140397,0.015794
173919,0.008411
12178,0.004151
163502,0.008349
196158,0.019481
141211,0.149897
108186,0.03121
80512,0.007762
103706,0.068631
99097,0.003375
106288,0.053151
134259,0.114397
142499,0.019688
142,0.038186
158217,0.014132
93735,0.008565
145334,0.019281
1469,0.005074
200009,0.045399
66301,0.010407
133823,0.015492
208977,0.030853
72903,0.003615
188563,0.084106
127111,0.006863
105806,0.022076
164012,0.009778
140439,0.008594
187359,0.006536
151626,0.004361
164217,0.147239
98049,0.005042
20671,0.009851
78390,0.010881
113329,0.010328
209006,0.008169
207056,0.00848
204504,0.012956
47864,0.019511
205297,0.014013
8823,0.040202
58283,0.015378
96780,0.015107
171867,0.029617
4178,0.014114
131437,0.004053
63267,0.012466
205589,0.018957
129697,0.011324
76298,0.031704
163317,0.007307
59982,0.010448
193145,0.095561
11401,0.006394
78034,0.015577
127398,0.003192
23124,0.006188
144797,0.011472
103973,0.0089
103329,0.013169
51131,0.020041
132128,0.007428
41519,0.018184
189750,0.003748
195294,0.009523
177489,0.00919
135035,0.021338
10259,0.032826
95394,0.015871
83078,0.085691
144212,0.004584
62314,0.022984
175380,0.015591
146051,0.042124
203094,0.020478
82929,0.022807
34184,0.006199
17212,0.012033
48000,0.00279
125777,0.008115
51324,0.054185
171244,0.019497
100045,0.016862
202725,0.009291
72386,0.005065
29159,0.018787
28144,0.004166
49665,0.042914
153955,0.036616
118655,0.005478
112691,0.004624
26149,0.04168
2800,0.052617
43864,0.00675
118326,0.017707
188468,0.03346
182638,0.016517
167312,0.030868
38105,0.009213
97624,0.012944
163528,0.006844
1055,0.075955
118109,0.029114
178257,0.023547
107430,0.015794
164959,0.00829
40342,0.043917
68979,0.021736
67561,0.010567
2952,0.005093
145959,0.028356
166163,0.03272
146606,0.024817
157425,0.021355
90180,0.007119
107587,0.025671
70244,0.025588
192892,0.031164
157838,0.044024
33613,0.005932
135144,0.021295
134398,0.006274
49409,0.033976
180421,0.024803
16707,0.079373
138922,0.019492
15798,0.010034
20080,0.013238
46496,0.013951
49167,0.016535
19581,0.004108
159438,0.009736
133943,0.001897
178689,0.014932
115835,0.029275
9566,0.052204
70012,0.006456
186377,0.013227
113763,0.01369
70530,0.0661
23884,0.041173
108073,0.01639
162562,0.018716
55990,0.005293
169730,0.007646
13636,0.004319
38156,0.02633
85078,0.018448
79539,0.012945
39640,0.003669
71971,0.039989
71590,0.011863
26858,0.012049
124591,0.016818
131446,0.003643
137082,0.005242
77190,0.011478
92621,0.00507
20888,0.006484
32827,0.014833
136919,0.012026
2851,0.004342
125713,0.010491
168647,0.010424
36626,0.012479
182635,0.042052
85313,0.010304
189093,0.009491
67390,0.01332
188362,0.007428
30940,0.005953
116404,0.010268
198514,0.003312
66209,0.018531
60934,0.06429
178922,0.012644
34761,0.015017
20897,0.10549
99565,0.008712
82146,0.003837
124938,0.006546
163303,0.009583
131822,0.007732
199123,0.008163
150846,0.009133
73498,0.00775
75318,0.024697
97809,0.01084
144945,0.018985
97584,0.002883
187229,0.03308
158528,0.036277
110952,0.011813
197781,0.013612
22307,0.013359
193696,0.001818
19534,0.00394
206746,0.061045
187633,0.005021
20456,0.012205
139156,0.020235
68069,0.011722
84750,0.008224
171272,0.012421
18527,0.022965
142813,0.011525
193083,0.013308
200231,0.026501
111827,0.043323
42952,0.018748
45457,0.009252
70699,0.011626
134522,0.003029
61530,0.034459
179155,0.008914
136561,0.016625
52581,0.003257
112479,0.005163
107296,0.003428
169457,0.007118
64950,0.011119
83641,0.009683
52930,0.01483
72164,0.009771
74129,0.024354
193771,0.049333
124847,0.041065
56285,0.007149
178373,0.013287
3811,0.007251
132791,0.004143
200505,0.012032
103828,0.007963
84705,0.010225
160702,0.03818
109100,0.006279
8018,0.002412
83939,0.027712
134903,0.063239
78289,0.032936
193574,0.001096
20539,0.011443
142421,0.0137
177540,0.021721
172685,0.036638
1330,0.018191
161188,0.014518
31089,0.012406
37414,0.004878
71311,0.014278
142753,0.013616
27409,0.009313
204782,0.01039
62455,0.026477
147007,0.012508
125879,0.032624
60230,0.004255
13490,0.00556
159508,0.006686
99054,0.016632
114618,0.014753
101410,0.009722
40401,0.025101
12905,0.016804
26497,0.024954
159364,0.031041
182347,0.015807
173671,0.005983
197706,0.016324
156207,0.068266
121724,0.003983
90460,0.005695
97161,0.005092
61027,0.012885
78516,0.075011
77492,0.019598
140641,0.014187
175961,0.024859
64243,0.02007
138832,0.03463
16315,0.006544
162164,0.031703
109811,0.028559
197962,0.026743
29288,0.011722
89350,0.006111
147176,0.018655
105157,0.005035
23538,0.006269
127124,0.010056
189024,0.015138
53461,0.032335
201876,0.017875
181538,0.022111
159949,0.008687
101269,0.009182
113967,0.008329
93490,0.003312
59398,0.022191
124058,0.025261
142399,0.003234
94814,0.017801
142474,0.015662
184410,0.006282
169245,0.027899
192828,0.00414
161655,0.02856
26031,0.010436
85323,0.013146
162992,0.027987
190579,0.005678
201382,0.009048
731,0.008988
165993,0.058826
154476,0.012397
1688,0.027385
145473,0.013949
163961,0.01185
12865,0.004365
32901,0.032036
13516,0.024109
95783,0.005888
203850,0.021205
22270,0.050954
202359,0.04501
70626,0.007687
13515,0.019755
193890,0.009092
150744,0.110967
125656,0.03373
34794,0.092054
49320,0.015372
188500,0.022886
50743,0.051682
29973,0.009286
142239,0.00393
150064,0.019452
32341,0.002534
194958,0.004688
18818,0.004286
25832,0.006187
90614,0.01405
185296,0.015474
82665,0.003475
122332,0.004869
41118,0.010804
33102,0.01463
16273,0.016437
96087,0.005953
131802,0.018763
189724,0.123243
82286,0.004922
200268,0.012165
43749,0.013547
166495,0.013369
81356,0.014023
188900,0.036356
31750,0.07552
206425,0.020238
174008,0.03537
195960,0.04708
10200,0.004449
34725,0.004969
77997,0.005786
14676,0.012507
154579,0.009914
185744,0.021865
138401,0.005824
135822,0.005948
28195,0.008411
73751,0.014453
195605,0.030151
60917,0.018489
5354,0.035253
156958,0.04463
189962,0.010798
187866,0.003242
11875,0.004105
1719,0.009651
6789,0.002182
85098,0.172549
167156,0.004295
58951,0.003364
38331,0.070816
46261,0.015212
95923,0.030084
116774,0.039228
88277,0.007298
179503,0.007485
60100,0.017041
84564,0.009678
198531,0.007875
118604,0.008331
113,0.032458
32403,0.012416
198826,0.0269
2189,0.024273
71331,0.005695
46406,0.005965
1245,0.042314
128560,0.008066
152969,0.02728
75311,0.047053
156525,0.01401
129338,0.004877
140073,0.005834
125381,0.014873
25860,0.014318
100306,0.011244
81518,0.047549
108410,0.039967
46608,0.048179
203956,0.026976
59785,0.019217
157623,0.005504
73709,0.019279
30952,0.023257
98115,0.02502
100351,0.038265
200252,0.081615
185208,0.009243
45813,0.048205
206069,0.017104
125765,0.010177
62291,0.008533
110641,0.001514
140833,0.002225
144705,0.00471
11689,0.031661
27465,0.043954
56659,0.021641
107075,0.006481
155059,0.003395
8494,0.017178
35288,0.019393
108666,0.057216
167360,0.043414
197428,0.040903
189100,0.009568
36240,0.041379
60344,0.04212
158110,0.013308
193766,0.03462
183193,0.014901
42513,0.011418
16310,0.044257
122792,0.027438
85254,0.005356
192298,0.015452
52315,0.030819
96035,0.033741
110127,0.013795
19350,0.040214
208766,0.009045
79911,0.020312
89095,0.027167
11902,0.013888
34051,0.009508
41224,0.013587
104107,0.005454
134942,0.002802
48370,0.007123
189462,0.012215
85165,0.043332
138462,0.036839
172467,0.121382
126475,0.016564
179796,0.010886
164257,0.039143
186281,0.017495
154993,0.017222
88225,0.022133
38580,0.02424
166293,0.04173
159077,0.012218
134805,0.031748
131904,0.004666
27509,0.008249
73056,0.009573
205147,0.04331
59731,0.011205
143946,0.009509
103566,0.031299
127692,0.015879
119417,0.025265
165680,0.01587
197053,0.017024
19179,0.007344
79960,0.006001
170947,0.021907
64806,0.012404
109504,0.021233
103422,0.021448
156696,0.00699
101374,0.035998
80045,0.048217
138242,0.007728
102312,0.00294
144993,0.012636
157480,0.022574
19397,0.034482
180519,0.029976
202396,0.005427
137772,0.006844
51429,0.027583
110831,0.02584
36941,0.019719
184128,0.049434
68351,0.116261
195535,0.013208
2462,0.065273
42478,0.015318
196299,0.00607
85344,0.015574
142493,0.005722
204781,0.010622
14735,0.007781
190183,0.014181
114701,0.007479
121858,0.017766
162736,0.020822
73009,0.012975
169806,0.012415
39602,0.011058
119215,0.009713
147631,0.008913
163512,0.009057
51123,0.007974
173388,0.02255
19211,0.011077
99073,0.01008
192577,0.119321
45394,0.028133
120559,0.026529
122752,0.011063
14557,0.063883
3300,0.046376
179694,0.004477
205649,0.011064
58069,0.013831
4648,0.003485
135554,0.085054
117004,0.111437
50265,0.002856
165868,0.007048
45749,0.032719
39382,0.029671
64912,0.034011
121137,0.059189
69146,0.015027
119983,0.004754
166840,0.016021
149858,0.003384
206559,0.048039
169585,0.032297
167552,0.01301
196067,0.003989
198375,0.034599
161584,0.002744
2839,0.00366
103529,0.006821
187589,0.032336
3055,0.008509
142082,0.011985
112585,0.005446
12563,0.003297
198838,0.024276
100876,0.013672
85401,0.009662
16012,0.094248
157608,0.054521
151052,0.031422
32018,0.100598
28050,0.176474
14518,0.002473
107547,0.029906
208907,0.051135
120184,0.061166
153082,0.037519
127069,0.010877
128821,0.050293
199254,0.022955
181266,0.037519
42400,0.022183
23416,0.006776
172665,0.008202
140566,0.02627
164193,0.010474
93633,0.045191
40264,0.004541
30345,0.018202
81306,0.010453
104274,0.047053
166442,0.024187
136160,0.020476
66395,0.011215
31880,0.021973
68815,0.01183
45280,0.009787
18001,0.023258
153584,0.011904
166620,0.009796
60918,0.006285
12203,0.024922
34468,0.010428
169265,0.041355
175508,0.009255
121432,0.015169
62393,0.035168
4906,0.03984
7756,0.006535
121991,0.006281
80805,0.05045
204462,0.006922
128180,0.008751
62276,0.027139
20388,0.017757
7850,0.004456
56341,0.052284
59817,0.011519
141318,0.031511
158556,0.003751
199427,0.003924
107676,0.014605
13670,0.004581
186100,0.038979
162418,0.012064
149383,0.012972
173814,0.064744
59409,0.096913
189733,0.029432
167222,0.01685
40962,0.011767
131367,0.035091
208049,0.028048
204458,0.004855
123797,0.115881
117193,0.008208
129177,0.007675
124053,0.012734
79826,0.005983
80482,0.019208
205594,0.031662
4976,0.034449
101819,0.013469
53971,0.017901
128276,0.008595
13115,0.01531
163586,0.005288
25385,0.016613
16206,0.018309
153241,0.045527
9783,0.006122
154427,0.005715
36707,0.017942
115596,0.011525
192719,0.017919
6819,0.016024
202072,0.005665
6832,0.004693
117470,0.171687
204670,0.0063
141733,0.017857
6139,0.013729
32797,0.050528
126351,0.009884
9611,0.003464
8836,0.021919
128044,0.007484
48972,0.027733
83331,0.029816
106906,0.008623
110884,0.078157
52420,0.008799
67404,0.014878
201566,0.028807
65164,0.015614
79299,0.009133
138985,0.011441
26122,0.00822
33326,0.056734
96561,0.009641
63198,0.019758
146755,0.042516
14639,0.036038
197338,0.008906
146094,0.01241
99984,0.006374
138724,0.004929
119616,0.014218
118291,0.03575
184084,0.009899
39486,0.006899
54879,0.009277
12975,0.044151
184874,0.003935
94908,0.004724
70163,0.014461
151910,0.007771
155812,0.02201
1028,0.103197
129331,0.018576
28277,0.020289
46297,0.003383
24991,0.007036
62910,0.005248
10414,0.025721
140462,0.040515
33538,0.011052
176676,0.011161
132481,0.002517
194757,0.007048
45644,0.010798
14918,0.007114
188498,0.03238
126054,0.013462
169011,0.007524
72292,0.031491
68786,0.014648
151869,0.018583
90205,0.011621
79802,0.014158
26809,0.012852
116733,0.040296
127367,0.012671
61479,0.018886
68716,0.016493
62003,0.029928
172587,0.010401
14859,0.009941
100345,0.012743
129411,0.027335
87217,0.030696
4180,0.012736
69936,0.007833
165034,0.025179
83210,0.037424
185191,0.042514
37685,0.054658
50462,0.03254
4185,0.012227
125553,0.004931
135235,0.007489
198353,0.009498
15344,0.035701
201908,0.040763
118818,0.008097
135364,0.004787
94695,0.01476
4253,0.006708
206389,0.019865
124846,0.036985
46292,0.011147
22043,0.046749
96504,0.036276
15445,0.02186
82129,0.012498
109195,0.013542
136711,0.016062
90447,0.004448
170030,0.007994
29847,0.01822
84726,0.006881
68190,0.016556
42025,0.033358
154355,0.043674
58307,0.005307
3823,0.035161
30105,0.020269
179705,0.004796
84977,0.008111
150886,0.020108
143198,0.002587
138616,0.019169
111098,0.009837
153935,0.006022
66233,0.035881
1577,0.03326
1146,0.032623
178935,0.004863
116078,0.032443
144457,0.076485
170140,0.009815
208871,0.013723
29627,0.012743
189561,0.032534
178778,0.072782
191903,0.02197
200147,0.005307
50971,0.00424
196560,0.010875
205902,0.01433
105450,0.008179
179518,0.03551
32917,0.015191
121764,0.017559
158673,0.081309
199481,0.003163
54527,0.012958
112914,0.034566
21849,0.013964
52472,0.011916
154977,0.006713
138146,0.025968
4427,0.015396
176763,0.05433
163267,0.005146
39650,0.013049
54578,0.0249
21694,0.010833
14174,0.012579
207102,0.010575
99137,0.006887
150827,0.050693
174573,0.010145
17708,0.031839
198892,0.008716
141605,0.024171
9358,0.017035
3767,0.006957
39520,0.010803
182931,0.017679
140919,0.069239
81505,0.01043
191419,0.005453
104607,0.014771
6586,0.034811
109935,0.001796
7938,0.008848
125446,0.012598
102988,0.082671
107801,0.018215
23057,0.004695
155863,0.004915
39694,0.010407
43862,0.041197
70417,0.040536
181890,0.020773
34102,0.011244
9259,0.027426
115469,0.047882
98503,0.002634
170612,0.015361
63751,0.02524
108545,0.004607
77207,0.014151
175593,0.011525
17428,0.005988
43329,0.02076
129028,0.004627
187829,0.023403
24405,0.028058
39769,0.004434
52124,0.009294
96513,0.011085
141557,0.012086
142943,0.050539
115355,0.018149
122437,0.068198
98869,0.057348
200855,0.005307
164801,0.010152
187731,0.029243
114991,0.01098
111343,0.014464
208307,0.004075
131432,0.004053
135605,0.005114
187790,0.014441
176166,0.009832
22112,0.003378
70348,0.031841
133060,0.01275
128758,0.029406
168408,0.016494
61667,0.03476
145460,0.014288
78348,0.011176
117709,0.011928
154790,0.063308
177727,0.006613
40449,0.006945
100388,0.017212
52610,0.017867
97876,0.012139
23749,0.074337
71565,0.016384
127588,0.001099
645,0.00848
49508,0.008873
37024,0.033025
136412,0.007104
86538,0.008917
95250,0.018269
181682,0.040219
92538,0.003762
6184,0.019796
161016,0.008116
171707,0.021727
96442,0.011835
176846,0.008003
99070,0.003219
204202,0.004877
140895,0.002737
142089,0.019786
105159,0.01181
39215,0.013315
192954,0.008812
64915,0.043674
190000,0.03859
117829,0.04546
169994,0.108959
198116,0.012676
19372,0.038424
199401,0.019085
184348,0.016793
91509,0.003724
126245,0.017862
20661,0.002236
11658,0.003751
55779,0.009194
137917,0.153418
174219,0.016241
15536,0.038112
61639,0.010121
52767,0.004567
29658,0.014035
127878,0.009391
148143,0.027843
89041,0.00706
46218,0.021872
90708,0.022038
201685,0.008239
82980,0.023451
130903,0.00882
58926,0.007024
170139,0.011684
158004,0.007871
126751,0.083353
143624,0.016577
133015,0.018037
15521,0.018677
162165,0.028285
142614,0.077447
18090,0.01815
55468,0.052879
144874,0.037654
112913,0.015485
150499,0.007653
182268,0.016661
129539,0.00985
133582,0.00094
93784,0.012721
48739,0.017287
71024,0.015594
195784,0.016045
11213,0.00169
128625,0.004817
90052,0.00479
85067,0.011855
156456,0.096992
149380,0.025131
72701,0.028358
70009,0.010617
33076,0.008353
123859,0.003365
119632,0.021706
100432,0.021801
28072,0.008486
188058,0.013423
36730,0.097389
68398,0.00798
108475,0.047935
77191,0.015089
16602,0.016907
137681,0.016562
51191,0.021296
97689,0.004944
139440,0.016365
11516,0.042378
107316,0.003983
169281,0.073004
95389,0.012836
162074,0.026776
32865,0.009937
168949,0.003787
53536,0.017567
14947,0.013283
173137,0.01925
50116,0.063645
97859,0.064548
132711,0.004389
8981,0.014675
64924,0.023524
118427,0.010571
120023,0.051389
105307,0.018993
85460,0.008191
95097,0.009411
33866,0.008756
131884,0.004071
177652,0.098393
77576,0.008494
15596,0.121153
154616,0.021217
57463,0.011085
115752,0.018947
148509,0.017492
103462,0.040854
32565,0.006763
20057,0.01079
27129,0.011541
120577,0.029292
123411,0.004937
179232,0.059496
37967,0.092492
92017,0.018008
168739,0.019217
24806,0.010447
144265,0.01387
9032,0.035589
184,0.017679
201697,0.050103
190906,0.008404
48082,0.013961
71431,0.018868
91362,0.008029
91296,0.007553
43415,0.016118
68915,0.0063
35691,0.013047
81490,0.023275
142410,0.120243
66138,0.009365
151597,0.013227
177470,0.028451
85403,0.07194
123715,0.026445
14384,0.084102
114465,0.045789
81454,0.02054
96133,0.011523
91339,0.008025
86500,0.024251
176985,0.02784
88780,0.02546
69654,0.133518
79822,0.013149
204776,0.010728
177107,0.051434
116113,0.006991
136907,0.012212
44345,0.007668
177638,0.009078
45141,0.014116
183383,0.070068
55148,0.124045
163008,0.048423
44354,0.00958
135316,0.028789
127803,0.017679
190348,0.01675
204216,0.007714
202169,0.002482
26422,0.294202
202045,0.005105
126259,0.020706
160316,0.014368
59628,0.0144
137674,0.027
137084,0.012904
63728,0.02013
105911,0.006536
153754,0.005587
49578,0.010384
43896,0.007282
66759,0.00712
165004,0.024778
17685,0.002986
204862,0.014181
208557,0.029905
68547,0.003989
109818,0.010307
136537,0.011883
194034,0.008227
208955,0.022416
31579,0.021481
43560,0.03109
48626,0.009552
58296,0.093719
21725,0.01519
93577,0.01323
108863,0.016821
158771,0.013988
183242,0.023426
70739,0.006288
139431,0.014688
133550,0.013646
191425,0.013296
81327,0.010451
86591,0.017166
100813,0.02099
52426,0.038456
14726,0.024337
14793,0.014406
98455,0.013912
16463,0.011558
51950,0.007202
173063,0.017899
30209,0.009261
65248,0.013438
72618,0.005078
89498,0.008878
179824,0.075404
139530,0.08661
14284,0.00537
195455,0.017837
113302,0.019298
53116,0.013443
149430,0.027855
145208,0.01016
26458,0.010507
166811,0.032066
120164,0.003946
28597,0.004769
